"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","Canonical Link Element 2","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://www.how-ma.com/mag/","1","Indexable","","https://www.how-ma.com/mag/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/page/2/","","",""
"https://www.how-ma.com/mag/category/special/","1","Indexable","","https://www.how-ma.com/mag/category/special/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/special/page/2/","","",""
"https://www.how-ma.com/mag","1","Non-Indexable","Canonicalised","https://www.how-ma.com/mag/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/page/2/","","",""
"https://www.how-ma.com/mag/page/2/","1","Indexable","","https://www.how-ma.com/mag/page/2/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/page/3/","https://www.how-ma.com/mag/","",""
"https://www.how-ma.com/otoiawase/new","1","Non-Indexable","noindex","https://www.how-ma.com/otoiawase/new","","","noindex","","","","",""
"https://www.how-ma.com/privacy","1","Non-Indexable","noindex","https://www.how-ma.com/privacy","","","noindex","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/","1","Indexable","","https://www.how-ma.com/mag/category/interview/assessment-interview/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/2/","","",""
"https://www.how-ma.com/","1","Indexable","","https://www.how-ma.com/","","","","","","","",""
"https://www.how-ma.com/mag/authors/","2","Indexable","","https://www.how-ma.com/mag/authors/","https://www.how-ma.com/mag/authors/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","2","Indexable","","https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","https://www.how-ma.com/mag/sell/completion-of-sale-interview-47/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/category/news/","1","Indexable","","https://www.how-ma.com/mag/category/news/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/news/page/2/","","",""
"https://www.how-ma.com/mag/category/market/","1","Indexable","","https://www.how-ma.com/mag/category/market/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/market/page/2/","","",""
"https://www.how-ma.com/mag/category/interview/","1","Indexable","","https://www.how-ma.com/mag/category/interview/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/interview/page/2/","","",""
"https://www.how-ma.com/mag/category/sell/","1","Indexable","","https://www.how-ma.com/mag/category/sell/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/sell/page/2/","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/sales-negotiation/","2","Indexable","","https://www.how-ma.com/mag/sell/sales-negotiation/","https://www.how-ma.com/mag/sell/sales-negotiation/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/price-change/","2","Indexable","","https://www.how-ma.com/mag/sell/price-change/","https://www.how-ma.com/mag/sell/price-change/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-39/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-39/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-39/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/category/money/","1","Indexable","","https://www.how-ma.com/mag/category/money/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/money/page/2/","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-43/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-43/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-43/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/page/3/","1","Indexable","","https://www.how-ma.com/mag/page/3/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/page/4/","https://www.how-ma.com/mag/page/2/","",""
"https://www.how-ma.com/mag/category/buy/","1","Indexable","","https://www.how-ma.com/mag/category/buy/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/buy/page/2/","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-38/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-38/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-38/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-46/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-46/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-46/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-40/","2","Indexable","","https://www.how-ma.com/mag/sell/completion-of-sale-interview-40/","https://www.how-ma.com/mag/sell/completion-of-sale-interview-40/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/souba-kyukyoku/","2","Indexable","","https://www.how-ma.com/mag/sell/souba-kyukyoku/","https://www.how-ma.com/mag/sell/souba-kyukyoku/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/content_policy/","2","Indexable","","https://www.how-ma.com/mag/content_policy/","https://www.how-ma.com/mag/content_policy/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-42/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-42/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-42/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/market_price/stations/5822","1","Indexable","","https://www.how-ma.com/market_price/stations/5822","","","","","","","",""
"https://www.how-ma.com/market_price/stations/7208","1","Indexable","","https://www.how-ma.com/market_price/stations/7208","","","","","","","",""
"https://www.how-ma.com/market_price/stations/5821","1","Indexable","","https://www.how-ma.com/market_price/stations/5821","","","","","","","",""
"https://www.how-ma.com/market_price/stations/7209","1","Indexable","","https://www.how-ma.com/market_price/stations/7209","","","","","","","",""
"https://www.how-ma.com/market_price/stations/6003","1","Indexable","","https://www.how-ma.com/market_price/stations/6003","","","","","","","",""
"https://www.how-ma.com/market_price/stations/9512","1","Indexable","","https://www.how-ma.com/market_price/stations/9512","","","","","","","",""
"https://www.how-ma.com/mansions/search/青森県","1","Indexable","","https://www.how-ma.com/mansions/search/青森県","","","","","","","",""
"https://www.how-ma.com/mansions/search/東京都/練馬区","1","Indexable","","https://www.how-ma.com/mansions/search/東京都/練馬区","","","","","","","",""
"https://www.how-ma.com/market_price/stations/7210","1","Indexable","","https://www.how-ma.com/market_price/stations/7210","","","","","","","",""
"https://www.how-ma.com/mansions/search/京都府","1","Indexable","","https://www.how-ma.com/mansions/search/京都府","","","","","","","",""
"https://www.how-ma.com/mansions/search/山梨県","1","Indexable","","https://www.how-ma.com/mansions/search/山梨県","","","","","","","",""
"https://www.how-ma.com/mansions/search/大分県","1","Indexable","","https://www.how-ma.com/mansions/search/大分県","","","","","","","",""
"https://www.how-ma.com/mag/sell/owner-change","2","Non-Indexable","Canonicalised","https://www.how-ma.com/mag/sell/owner-change/","https://www.how-ma.com/mag/sell/owner-change/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mansions/search/東京都/文京区","1","Indexable","","https://www.how-ma.com/mansions/search/東京都/文京区","","","","","","","",""
"https://www.how-ma.com/mansions/search/滋賀県","1","Indexable","","https://www.how-ma.com/mansions/search/滋賀県","","","","","","","",""
"https://www.how-ma.com/market_price/stations/9044","1","Indexable","","https://www.how-ma.com/market_price/stations/9044","","","","","","","",""
"https://www.how-ma.com/mag/category/special/page/3/","1","Indexable","","https://www.how-ma.com/mag/category/special/page/3/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/special/page/4/","https://www.how-ma.com/mag/category/special/page/2/","",""
"https://www.how-ma.com/mag/category/special/page/2/","1","Indexable","","https://www.how-ma.com/mag/category/special/page/2/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/special/page/3/","https://www.how-ma.com/mag/category/special/","",""
"https://www.how-ma.com/mag/category/special/page/4/","1","Indexable","","https://www.how-ma.com/mag/category/special/page/4/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/special/page/3/","",""
"https://www.how-ma.com/mansions/search/愛知県/名古屋市","1","Indexable","","https://www.how-ma.com/mansions/search/愛知県/名古屋市","","","","","","","",""
"https://www.how-ma.com/mag/special/post-7544/","2","Indexable","","https://www.how-ma.com/mag/special/post-7544/","https://www.how-ma.com/mag/special/post-7544/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/special/how-to-identify-a-good-real-estate-salesman/","2","Indexable","","https://www.how-ma.com/mag/special/how-to-identify-a-good-real-estate-salesman/","https://www.how-ma.com/mag/special/how-to-identify-a-good-real-estate-salesman/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/if-series-comic-syojiki-keiyaku/","2","Indexable","","https://www.how-ma.com/mag/sell/if-series-comic-syojiki-keiyaku/","https://www.how-ma.com/mag/sell/if-series-comic-syojiki-keiyaku/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/special/post-6974/","2","Indexable","","https://www.how-ma.com/mag/special/post-6974/","https://www.how-ma.com/mag/special/post-6974/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/buy/mansion-soba-23ku/","2","Indexable","","https://www.how-ma.com/mag/buy/mansion-soba-23ku/","https://www.how-ma.com/mag/buy/mansion-soba-23ku/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/special/condominium-property-values/","2","Indexable","","https://www.how-ma.com/mag/special/condominium-property-values/","https://www.how-ma.com/mag/special/condominium-property-values/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/special/post-5918/","2","Indexable","","https://www.how-ma.com/mag/special/post-5918/","https://www.how-ma.com/mag/special/post-5918/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/post-6640/","2","Indexable","","https://www.how-ma.com/mag/sell/post-6640/","https://www.how-ma.com/mag/sell/post-6640/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/special/post-5804/","2","Indexable","","https://www.how-ma.com/mag/special/post-5804/","https://www.how-ma.com/mag/special/post-5804/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/special/post-7591/","2","Indexable","","https://www.how-ma.com/mag/special/post-7591/","https://www.how-ma.com/mag/special/post-7591/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-31/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-31/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-31/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-32/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-32/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-32/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-33/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-33/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-33/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-34/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-34/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-34/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/ccompletion-of-sale-interview-36/","2","Indexable","","https://www.how-ma.com/mag/interview/ccompletion-of-sale-interview-36/","https://www.how-ma.com/mag/interview/ccompletion-of-sale-interview-36/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-30/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-30/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-30/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mansions/search/岡山県","1","Indexable","","https://www.how-ma.com/mansions/search/岡山県","","","","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-28/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-28/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-28/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mansions/search/山形県","1","Indexable","","https://www.how-ma.com/mansions/search/山形県","","","","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-29/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-29/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-29/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/users/sign_up","1","Indexable","","https://www.how-ma.com/users/sign_up","","","","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-37/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-37/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-37/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/terms","1","Non-Indexable","noindex","https://www.how-ma.com/terms","","","noindex","","","","",""
"https://www.how-ma.com/mansions","1","Indexable","","https://www.how-ma.com/mansions","","","","","","","",""
"https://www.how-ma.com/faq","1","Indexable","","https://www.how-ma.com/faq","","","","","","","",""
"https://www.how-ma.com/mag/interview/completion-of-sale-interview-35/","2","Indexable","","https://www.how-ma.com/mag/interview/completion-of-sale-interview-35/","https://www.how-ma.com/mag/interview/completion-of-sale-interview-35/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/page/4/","1","Indexable","","https://www.how-ma.com/mag/page/4/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/page/5/","https://www.how-ma.com/mag/page/3/","",""
"https://www.how-ma.com/market_price/areas","1","Indexable","","https://www.how-ma.com/market_price/areas","","","","","","","",""
"https://www.how-ma.com/users/sign_in","1","Non-Indexable","Canonicalised","https://www.how-ma.com/","","","","","","","",""
"https://www.how-ma.com/mag/category/consultationroom/","1","Indexable","","https://www.how-ma.com/mag/category/consultationroom/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/consultationroom/page/2/","","",""
"https://www.how-ma.com/mansions/search/福島県","1","Indexable","","https://www.how-ma.com/mansions/search/福島県","","","","","","","",""
"https://www.how-ma.com/mag/category/interview/online-selling-interview/","1","Indexable","","https://www.how-ma.com/mag/category/interview/online-selling-interview/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/interview/online-selling-interview/page/2/","","",""
"https://www.how-ma.com/mag/sell/interview-online-sell-20220425/","2","Indexable","","https://www.how-ma.com/mag/sell/interview-online-sell-20220425/","https://www.how-ma.com/mag/sell/interview-online-sell-20220425/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/improve-realestate-industry-by-it/","2","Indexable","","https://www.how-ma.com/mag/interview/improve-realestate-industry-by-it/","https://www.how-ma.com/mag/interview/improve-realestate-industry-by-it/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/category/magazine/","1","Indexable","","https://www.how-ma.com/mag/category/magazine/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/interview/post-11195/","2","Indexable","","https://www.how-ma.com/mag/interview/post-11195/","https://www.how-ma.com/mag/interview/post-11195/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-2/","2","Indexable","","https://www.how-ma.com/mag/sell/completion-of-sale-interview-2/","https://www.how-ma.com/mag/sell/completion-of-sale-interview-2/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/3/","1","Indexable","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/3/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/4/","https://www.how-ma.com/mag/category/interview/assessment-interview/page/2/","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/4/","1","Indexable","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/4/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/5/","https://www.how-ma.com/mag/category/interview/assessment-interview/page/3/","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/5/","1","Indexable","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/5/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/4/","",""
"https://www.how-ma.com/mag/sell/howto-sumikae","2","Non-Indexable","Canonicalised","https://www.how-ma.com/mag/sell/howto-sumikae/","https://www.how-ma.com/mag/sell/howto-sumikae/","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","","","",""
"https://www.how-ma.com/mansions/search/北海道/札幌市","1","Indexable","","https://www.how-ma.com/mansions/search/北海道/札幌市","","","","","","","",""
"https://www.how-ma.com/mag/category/interview/assessment-interview/page/2/","1","Indexable","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/2/","","","max-snippet:-1, max-image-preview:large, max-video-preview:-1","","https://www.how-ma.com/mag/category/interview/assessment-interview/page/3/","https://www.how-ma.com/mag/category/interview/assessment-interview/","",""
"https://www.how-ma.com/market_price/stations/10561","1","Indexable","","https://www.how-ma.com/market_price/stations/10561","","","","","","","",""
"https://www.how-ma.com/mansions/search/東京都/足立区","1","Indexable","","https://www.how-ma.com/mansions/search/東京都/足立区","","","","","","","",""
