"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.how-ma.com/mansions/search/東京都/渋谷区","487","384","1.268","100.000","Very Easy","","","","","","","","","","ja","7959ae87055862efb938df364a7d291a","Indexable",""
"https://www.how-ma.com/mag/sell/completion-of-sale-interview-12","255","201","1.269","100.000","Very Easy","","","","","","","","","","ja","79065f83789fcf3a2f7c0e767a883531","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/東京都/板橋区","461","358","1.288","100.000","Very Easy","","","","","","","","","","ja","2363e1199f197beec00879a613448e0b","Indexable",""
"https://www.how-ma.com/mag/sell/what-is-real-estate-ai-appraisal-explaining-how-it-works-and-its-accuracy","566","410","1.380","100.000","Very Easy","","","","","","","","","","ja","5636c08915e0f3b8b283296277fce98d","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mag/sell/souba-kyukyoku","471","330","1.427","100.000","Very Easy","","","","","","","","","","ja","1602ce786574c7266d6314e75ec47a89","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mag/sell/kyoyu-sell","323","248","1.302","100.000","Very Easy","","","","","","","","","","ja","da8c25ae375c11d210e9d3b4b4672613","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/静岡県/静岡市","446","351","1.271","100.000","Very Easy","","","","","","","","","","ja","5e3d1dc4c1104d0d1ee3b39f142ec72a","Indexable",""
"https://www.how-ma.com/mansions/search/広島県/広島市","668","574","1.164","100.000","Very Easy","","","","","","","","","","ja","7cc8f02c4379fd97dd3fbafe49ff7cac","Indexable",""
"https://www.how-ma.com/mansions/search/千葉県","991","897","1.105","100.000","Very Easy","","","","","","","","","","ja","29ff1023a6b3d58ad9342bb06205585f","Indexable",""
"https://www.how-ma.com/market_price/stations/5779","474","225","2.107","100.000","Very Easy","","","","","","","","","","ja","f21d77c6fb4cbfd1c78759c13e27ff69","Indexable",""
"https://www.how-ma.com/mansions/search/新潟県","742","648","1.145","100.000","Very Easy","","","","","","","","","","ja","ae040601de0372c968eeef8422457860","Indexable",""
"https://www.how-ma.com/mansions/search/岐阜県","750","656","1.143","100.000","Very Easy","","","","","","","","","","ja","49a8375b870691ff9a26948e9ba7f8ed","Indexable",""
"https://www.how-ma.com/market_price/stations/5658","468","223","2.099","100.000","Very Easy","","","","","","","","","","ja","35c992fa3d465eb9c5c0567d4ffa88f6","Indexable",""
"https://www.how-ma.com/mansions/search/北海道","1435","1340","1.071","100.000","Very Easy","","","","","","","","","","ja","30b9527abb4a8c6463eccdbbbc7288b","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/中央区","475","371","1.280","100.000","Very Easy","","","","","","","","","","ja","d2df08c422c1d79fe6c3ce9740819361","Indexable",""
"https://www.how-ma.com/market_price/stations/5896","474","222","2.135","100.000","Very Easy","","","","","","","","","","ja","6a23953c92fb5029222b74cd667aec60","Indexable",""
"https://www.how-ma.com/market_price/stations/5776","471","223","2.112","100.000","Very Easy","","","","","","","","","","ja","f19f2bd22fecdcf353d25deddc368972","Indexable",""
"https://www.how-ma.com/market_price/stations/5648","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","4fad6b1d853448a622e687242816c075","Indexable",""
"https://www.how-ma.com/mansions/search/福岡県/福岡市","526","432","1.218","100.000","Very Easy","","","","","","","","","","ja","4b53c094b4af5f8ef948698d40aabce3","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/台東区","488","385","1.268","100.000","Very Easy","","","","","","","","","","ja","f2f679a2967f5b2c3570c4ae98c0e2d4","Indexable",""
"https://www.how-ma.com/mansions/search/福岡県","1001","907","1.104","100.000","Very Easy","","","","","","","","","","ja","36f7513bfcec2ae08065b44923c95599","Indexable",""
"https://www.how-ma.com/mansions/search/群馬県","680","586","1.160","100.000","Very Easy","","","","","","","","","","ja","cd7e2582e57bd0707db7c39050aafefb","Indexable",""
"https://www.how-ma.com/market_price/stations/7145","474","221","2.145","100.000","Very Easy","","","","","","","","","","ja","a9184a877f5d35192c50287e53b44822","Indexable",""
"https://www.how-ma.com/market_price/stations/6050","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","ef39d73eb24a7313aa3bb80fef3750b","Indexable",""
"https://www.how-ma.com/mansions/search/福井県","602","507","1.187","100.000","Very Easy","","","","","","","","","","ja","cc1140d1e364b439efb371add8f1a39f","Indexable",""
"https://www.how-ma.com/mansions/search/大阪府","1185","1090","1.087","100.000","Very Easy","","","","","","","","","","ja","bfb21dc0cc5a1fc9f2664691aeacba9d","Indexable",""
"https://www.how-ma.com/mansions/search/東京都","1632","1538","1.061","100.000","Very Easy","","","","","","","","","","ja","364d76c38fd54295d41234f32bc23797","Indexable",""
"https://www.how-ma.com/mag/sell/reputation-and-smart-use-of-howma-real-estate-ai-praisal","424","295","1.437","100.000","Very Easy","","","","","","","","","","ja","93b5a95b6e5786b37caab9286797e8bf","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/奈良県","682","588","1.160","100.000","Very Easy","","","","","","","","","","ja","f23ad41df500dcbba075cdc695b9ac82","Indexable",""
"https://www.how-ma.com/mansions/search/宮城県/仙台市","493","398","1.239","100.000","Very Easy","","","","","","","","","","ja","698047fadbf160b73262ea8f50148b9d","Indexable",""
"https://www.how-ma.com/mansions/search/栃木県","649","555","1.169","100.000","Very Easy","","","","","","","","","","ja","1896d801b5407bfe06ed2c583bd4f53","Indexable",""
"https://www.how-ma.com/market_price/stations/9051","460","218","2.110","100.000","Very Easy","","","","","","","","","","ja","9cc81fe5adbe4e28835fe48f50046fe1","Indexable",""
"https://www.how-ma.com/mansions/search/岡山県/岡山市","492","398","1.236","100.000","Very Easy","","","","","","","","","","ja","d095cd87b3889bef1c2431a39e030e12","Indexable",""
"https://www.how-ma.com/mansions/search/鹿児島県","679","585","1.161","100.000","Very Easy","","","","","","","","","","ja","5e56785f3c4366369dc7f4a6d05564a6","Indexable",""
"https://www.how-ma.com/market_price/stations/5810","471","224","2.103","100.000","Very Easy","","","","","","","","","","ja","4324accd10b3264fcf7088fd0c539118","Indexable",""
"https://www.how-ma.com/market_price/stations/9052","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","c42e34a3cd16d49f3e3b01ef651eef09","Indexable",""
"https://www.how-ma.com/mansions/search/兵庫県","990","896","1.105","100.000","Very Easy","","","","","","","","","","ja","f538ddf45a7afd264abf823fd0cc53eb","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/目黒区","447","343","1.303","100.000","Very Easy","","","","","","","","","","ja","18b77828ab21d3dc0a177cdb4a4bf8ac","Indexable",""
"https://www.how-ma.com/mag/sell/mystery-brokerage","285","200","1.425","100.000","Very Easy","","","","","","","","","","ja","c3371fbf3e9206c7d6e33a91118af87f","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/鳥取県","547","453","1.208","100.000","Very Easy","","","","","","","","","","ja","30e9d56a3a1ff46a3c7abeb64ed78fd5","Indexable",""
"https://www.how-ma.com/market_price/stations/5814","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","56cb367897d48fa2035d3e2a42bb3280","Indexable",""
"https://www.how-ma.com/market_price/stations/5813","474","225","2.107","100.000","Very Easy","","","","","","","","","","ja","d2336b781bc3f831122b7db6349dd108","Indexable",""
"https://www.how-ma.com/mag/sell/rinjin-trouble","312","250","1.248","100.000","Very Easy","","","","","","","","","","ja","fbb5ba7f3cc254bccc2e7494b2c5e9d8","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/東京都/墨田区","461","358","1.288","100.000","Very Easy","","","","","","","","","","ja","2f6796be52fd6a701ad2922980e5e84d","Indexable",""
"https://www.how-ma.com/mansions/search/愛知県","1148","1053","1.090","100.000","Very Easy","","","","","","","","","","ja","8f9aea87a6417f5bc9dc267f77bd0c94","Indexable",""
"https://www.how-ma.com/market_price/stations/6038","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","b1b7a61f1f0d7be3b3bf569dbbae9ffb","Indexable",""
"https://www.how-ma.com/mansions/search/長崎県","646","552","1.170","100.000","Very Easy","","","","","","","","","","ja","208aefc0e509e50205433625e80f3b4b","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/葛飾区","459","355","1.293","100.000","Very Easy","","","","","","","","","","ja","bea7c8c2c34fc6d21718f35d966d72ea","Indexable",""
"https://www.how-ma.com/market_price/mansions/53721","383","280","1.368","100.000","Very Easy","","","","","","","","","","ja","d88d0d3eb70584d5b3d63e049934488e","Indexable",""
"https://www.how-ma.com/market_price/stations/3204","478","225","2.124","100.000","Very Easy","","","","","","","","","","ja","4f404b41b9e0fb771f90f7ba7d629acb","Indexable",""
"https://www.how-ma.com/market_price/stations/6031","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","598bb2ee6be17a5c3af0048de9a3c0cb","Indexable",""
"https://www.how-ma.com/market_price/stations/11047","487","231","2.108","100.000","Very Easy","","","","","","","","","","ja","43bbf51d6ff71ae2656c43fb9e6d0850","Indexable",""
"https://www.how-ma.com/market_price/stations/6049","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","51fdd1ecff39001647a75e1c3fa7bc70","Indexable",""
"https://www.how-ma.com/mag/buy/mansion-soba-23ku","539","290","1.859","100.000","Very Easy","","","","","","","","","","ja","cf75a6784158065e59beef8fa800ce4e","Non-Indexable","Canonicalised"
"https://www.how-ma.com/market_price/stations/6048","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","35442d2f81d7208613a57c4c26ddf251","Indexable",""
"https://www.how-ma.com/market_price/stations/6047","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","601ffce90a6a62a06d14e416913cfe6f","Indexable",""
"https://www.how-ma.com/mansions/search/茨城県","687","593","1.159","100.000","Very Easy","","","","","","","","","","ja","633403c02c00286a899c66de656433e1","Indexable",""
"https://www.how-ma.com/mansions/search/熊本県/熊本市","516","422","1.223","100.000","Very Easy","","","","","","","","","","ja","26313ecec6484141c26b9b2294553c52","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/荒川区","474","371","1.278","100.000","Very Easy","","","","","","","","","","ja","71e0965dc24d3567a5559f0c4985621e","Indexable",""
"https://www.how-ma.com/mansions/search/神奈川県","985","890","1.107","100.000","Very Easy","","","","","","","","","","ja","56a2d489e061c9f0c735b728bba25d4c","Indexable",""
"https://www.how-ma.com/mansions/search/島根県","560","466","1.202","100.000","Very Easy","","","","","","","","","","ja","7b72bfb8427634257e5deee061d0d0a2","Indexable",""
"https://www.how-ma.com/mansions/search/長野県","939","845","1.111","100.000","Very Easy","","","","","","","","","","ja","e7f90a4c8209635402b1b9ae9a7ba963","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/千代田区","537","434","1.237","100.000","Very Easy","","","","","","","","","","ja","b95404ffec18c4d7de3975e01cd8859","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/世田谷区","483","380","1.271","100.000","Very Easy","","","","","","","","","","ja","d9163f3cfb8dbe76aeaca595e05b8306","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/豊島区","476","372","1.280","100.000","Very Easy","","","","","","","","","","ja","edf5f2bd3d5d33b77d2936f4ff0d3774","Indexable",""
"https://www.how-ma.com/mansions/search/佐賀県","564","469","1.203","100.000","Very Easy","","","","","","","","","","ja","18de3a4b2919822f096f69c7b7aee432","Indexable",""
"https://www.how-ma.com/market_price/stations/6016","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","f714100585c40a6c3f0d4e0b9ee29e86","Indexable",""
"https://www.how-ma.com/market_price/stations/6015","475","225","2.111","100.000","Very Easy","","","","","","","","","","ja","32b5b388bcc6d91a87b20a12d56aa344","Indexable",""
"https://www.how-ma.com/mansions/search/岩手県","698","604","1.156","100.000","Very Easy","","","","","","","","","","ja","aaad421ceb595c67ad644fcfa3a061f4","Indexable",""
"https://www.how-ma.com/mag/sell/consultationroom-18","121","89","1.360","100.000","Very Easy","","","","","","","","","","ja","b95c1b19ffb5136143fdee528d15dc83","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/宮崎県","564","469","1.203","100.000","Very Easy","","","","","","","","","","ja","103f7cd9cb9adf1f32b7bd9d19bd0170","Indexable",""
"https://www.how-ma.com/mag/market/detached-house-quotes-by-prefecture","863","513","1.682","100.000","Very Easy","","","","","","","","","","ja","ac6d1f53537b1a6997477af508d9f26c","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mag/sell/mansion-detachedhouse-assessment","302","240","1.258","100.000","Very Easy","","","","","","","","","","ja","576e5c6a59c0106b016fdb8a5ad21947","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/徳島県","564","470","1.200","100.000","Very Easy","","","","","","","","","","ja","b0ffb347b444b9b1423e24030a352be1","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/港区","511","408","1.252","100.000","Very Easy","","","","","","","","","","ja","524030911579d4ddb4447a797a607ce8","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/江戸川区","448","344","1.302","100.000","Very Easy","","","","","","","","","","ja","a5e434c07275ec49a79fb2e35e1568f5","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/中野区","455","351","1.296","100.000","Very Easy","","","","","","","","","","ja","a1c54a0a3e0d21eb89d0e4e9d2b1a08f","Indexable",""
"https://www.how-ma.com/market_price/stations/9534","474","222","2.135","100.000","Very Easy","","","","","","","","","","ja","b28f11ef810e55b9020c7758750167f2","Indexable",""
"https://www.how-ma.com/users/ba_sign_up/standard","6","4","1.500","100.000","Very Easy","","","","","","","","","","ja","b6c10273890ac7a94020d9ec1ab4923f","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/杉並区","461","357","1.291","100.000","Very Easy","","","","","","","","","","ja","354a87df318038578f1919fd653a4619","Indexable",""
"https://www.how-ma.com/mansions/search/千葉県/千葉市","495","401","1.234","100.000","Very Easy","","","","","","","","","","ja","333d83b6d8c69fbaf4ad967021232195","Indexable",""
"https://www.how-ma.com/mansions/search/宮城県","699","604","1.157","100.000","Very Easy","","","","","","","","","","ja","70b89820233830ce7ff16455f7e07883","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/品川区","489","385","1.270","100.000","Very Easy","","","","","","","","","","ja","ad26f3e7dbf3e4fb6f81828082b25953","Indexable",""
"https://www.how-ma.com/mansions/search/高知県","685","590","1.161","100.000","Very Easy","","","","","","","","","","ja","317f5f940e9f6bb2c1ec81a264c17dd0","Indexable",""
"https://www.how-ma.com/mag/sell/8-things-you-should-never-do-when-selling-house","776","523","1.484","100.000","Very Easy","","","","","","","","","","ja","78c167270e1d08e28c25d4b768ee9ab5","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/和歌山県","633","539","1.174","100.000","Very Easy","","","","","","","","","","ja","3a9154fe9465ea7cd00add480c708f0c","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/江東区","477","374","1.275","100.000","Very Easy","","","","","","","","","","ja","11c13b218dcd9e81be9b9d6cb0c8f60f","Indexable",""
"https://www.how-ma.com/mansions/search/三重県","768","674","1.139","100.000","Very Easy","","","","","","","","","","ja","e3f5be91283e0837c7a2114e9eb850c6","Indexable",""
"https://www.how-ma.com/market_price/stations/10558","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","53ae4a28aa4a4b8c5e6364ef5d9db184","Indexable",""
"https://www.how-ma.com/mansions/search/埼玉県/さいたま市","500","406","1.232","100.000","Very Easy","","","","","","","","","","ja","581ee891e67ef032215aaa234b0d1d7a","Indexable",""
"https://www.how-ma.com/mansions/search/山口県","639","545","1.172","100.000","Very Easy","","","","","","","","","","ja","83771af28603d9900df822b5bbc7f6d3","Indexable",""
"https://www.how-ma.com/mansions/search/神奈川県/横浜市","671","577","1.163","100.000","Very Easy","","","","","","","","","","ja","8b5aa88893828bd0a13ad10e9aa12b99","Indexable",""
"https://www.how-ma.com/market_price/stations/10559","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","797e3a58f08d25b30b402c803730b2cd","Indexable",""
"https://www.how-ma.com/mag/sell/sales-contract","542","441","1.229","100.000","Very Easy","","","","","","","","","","ja","f30a235eeaaf8ef009fa21e628b87f4b","Non-Indexable","Canonicalised"
"https://www.how-ma.com/market_price/stations/6072","474","221","2.145","100.000","Very Easy","","","","","","","","","","ja","8c84ac30e13beeb38006e0a111a6d0cb","Indexable",""
"https://www.how-ma.com/mansions/search/東京都/大田区","492","388","1.268","100.000","Very Easy","","","","","","","","","","ja","cd89400e5d12dd0dbf5005ae3c26cd8e","Indexable",""
"https://www.how-ma.com/mansions/search/石川県","546","451","1.211","100.000","Very Easy","","","","","","","","","","ja","22fc79711e2510211eee76e38d1fdc2f","Indexable",""
"https://www.how-ma.com/mansions/search/神奈川県/相模原市","438","344","1.273","100.000","Very Easy","","","","","","","","","","ja","c93576f3d395503207e452bd7f044948","Indexable",""
"https://www.how-ma.com/mansions/search/福岡県/北九州市","508","414","1.227","100.000","Very Easy","","","","","","","","","","ja","4f80b7d4a4ac386b94f8672f12b8e6","Indexable",""
"https://www.how-ma.com/mansions/search/静岡県","758","664","1.142","100.000","Very Easy","","","","","","","","","","ja","d96c2fa39312758cece13465d81ef962","Indexable",""
"https://www.how-ma.com/mansions/search/広島県","848","754","1.125","100.000","Very Easy","","","","","","","","","","ja","541b413b407924f139634214a008455","Indexable",""
"https://www.how-ma.com/mansions/search/神奈川県/川崎市","513","419","1.224","100.000","Very Easy","","","","","","","","","","ja","be04cd18a0fcf2ba9afc7a780bde6de1","Indexable",""
"https://www.how-ma.com/market_price/stations?type=house","101","53","1.906","100.000","Very Easy","","","","","","","","","","ja","459b204f49db2fa3a97c98fb3d171692","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mag/sell/sell-step","1102","826","1.334","100.000","Very Easy","","","","","","","","","","ja","12bd3c77ebda511e19de3176c3989463","Non-Indexable","Canonicalised"
"https://www.how-ma.com/market_price/stations/2168","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","e1e81150da9b62ce523c6c26ed803902","Indexable",""
"https://www.how-ma.com/market_price/mansions/140320","393","287","1.369","100.000","Very Easy","","","","","","","","","","ja","4f1084d498af97511dd0f34503c7d3bf","Indexable",""
"https://www.how-ma.com/market_price/stations/9116","460","221","2.081","100.000","Very Easy","","","","","","","","","","ja","ce463b52c941be296ab0b608d285736d","Indexable",""
"https://www.how-ma.com/market_price/stations/5797","471","223","2.112","100.000","Very Easy","","","","","","","","","","ja","cd488030f3101dd4b710cf33e8a755e3","Indexable",""
"https://www.how-ma.com/market_price/stations/8024","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","4dc97f8fbdf0faaa7e68e3b4477c68be","Indexable",""
"https://www.how-ma.com/market_price/stations/6088","474","225","2.107","100.000","Very Easy","","","","","","","","","","ja","41ead52f8f0c447f1f82ce6b228a41d9","Indexable",""
"https://www.how-ma.com/market_price/stations/9594","490","231","2.121","100.000","Very Easy","","","","","","","","","","ja","4610b845eb79bd93ae8fbe5baab61a8f","Indexable",""
"https://www.how-ma.com/market_price/stations/8022","475","226","2.102","100.000","Very Easy","","","","","","","","","","ja","99bd2ae097a7ca7c999fe6bbc0791c15","Indexable",""
"https://www.how-ma.com/market_price/stations/9475","473","224","2.112","100.000","Very Easy","","","","","","","","","","ja","18108d6308b3b840c0d07830ac63899f","Indexable",""
"https://www.how-ma.com/market_price/stations/8023","474","224","2.116","100.000","Very Easy","","","","","","","","","","ja","70fb836c45690381d6d8741e66034ff4","Indexable",""
"https://www.how-ma.com/mag/category/interview/assessment-interview","99","57","1.737","100.000","Very Easy","","","","","","","","","","ja","5aa2fd44e091877b62aa6750e30c62a7","Non-Indexable","Canonicalised"
"https://www.how-ma.com/mansions/search/愛媛県","679","585","1.161","100.000","Very Easy","","","","","","","","","","ja","8b4db88c76d23500d0b0f258adde5805","Indexable",""
"https://www.how-ma.com/mansions/search/新潟県/新潟市","469","375","1.251","100.000","Very Easy","","","","","","","","","","ja","1a84ec197a92352d8971827ca9b042da","Indexable",""
"https://www.how-ma.com/mansions/search/静岡県/浜松市","479","383","1.251","100.000","Very Easy","","","","","","","","","","ja","d3887bc32b8b1496ff5809010c2deab8","Indexable",""
"https://www.how-ma.com/mansions/search/香川県","565","471","1.200","100.000","Very Easy","","","","","","","","","","ja","93e19c4b7391c0d957625d68f89cb7f","Indexable",""
"https://www.how-ma.com/mansions/search/大阪府/大阪市","809","714","1.133","100.000","Very Easy","","","","","","","","","","ja","de7059b46dc581d4bf05419bcc16ae09","Indexable",""
